70;0;2.57;3.28;4.06;4.74;5.58;6.37;7.14;7.99;8.62;9.47;10.35;11.17;12.1;13.11;14.03;14.64;15.22;15.56;15.87;16.21;16.51;16.76;17.02;17.3;17.52;17.78;17.88;17.22;15.78;11.78;7.4
80;0;2.51;3.18;3.93;4.55;5.38;6.29;7.16;8.02;8.74;9.62;10.58;11.57;12.53;13.45;14.4;15.35;16.27;17.02;17.61;18.09;18.48;18.84;19.13;19.49;19.84;20.03;20.32;19.89;18.78;13.65;8.29
90;0;2.33;2.93;3.6;4.15;4.93;5.89;6.79;7.62;8.37;9.23;10.21;11.29;12.2;13.02;13.94;15.19;16.41;17.56;18.61;19.53;20.29;20.9;21.23;21.69;22.14;22.28;22.76;22.55;21.78;15.53;9.17
100;0;1.9;2.39;2.93;3.45;4;4.91;5.67;6.47;7.29;8.16;8.91;9.88;10.84;11.65;12.65;13.94;15.18;16.6;17.86;19.05;20.19;21.28;22.13;22.79;23.34;23.62;24.01;23.97;23.24;17.13;10.01
110;0;1.47;1.85;2.26;2.73;3.07;3.9;4.5;5.23;6.02;6.83;7.37;8.19;9.12;9.87;10.84;12.11;13.32;14.88;16.28;17.65;19.09;20.57;21.94;22.99;24.05;24.81;25.26;25.38;24.69;18.72;10.85
120;0;1.03;1.3;1.61;1.93;2.21;2.7;3.11;3.75;4.23;4.74;5.39;6.01;6.68;7.32;8.16;9.46;10.84;12.39;14.02;15.58;17.2;18.88;20.31;21.57;22.82;23.92;24.61;25.47;25.08;20.29;11.81
129;0;0.72;0.91;1.13;1.35;1.57;1.84;2.11;2.65;2.93;3.24;3.88;4.34;4.83;5.35;6.04;7.25;8.61;10.04;11.71;13.32;14.97;16.71;18.13;19.5;20.86;22.18;23.06;25.56;25.42;21.7;12.66
130;0;0.69;0.87;1.08;1.29;1.5;1.76;2.02;2.53;2.79;3.09;3.71;4.16;4.63;5.14;5.79;6.98;8.32;9.74;11.38;12.99;14.67;16.4;17.82;19.21;20.57;21.89;22.81;25.53;25.4;21.77;12.72
135;0;0.54;0.69;0.85;1.02;1.2;1.4;1.62;1.97;2.18;2.43;2.83;3.3;3.7;4.12;4.61;5.64;6.8;8.14;9.66;11.23;13.05;14.73;16.16;17.6;18.94;20.29;21.42;25.19;25.33;21.93;13.02
136;0;0.51;0.66;0.81;0.97;1.14;1.34;1.55;1.87;2.08;2.31;2.68;3.12;3.53;3.93;4.39;5.39;6.51;7.82;9.32;10.87;12.71;14.37;15.8;17.25;18.59;19.94;21.11;25.08;25.32;21.91;13.06
139;0;0.44;0.57;0.69;0.83;0.98;1.16;1.35;1.59;1.76;1.99;2.27;2.63;3.05;3.4;3.77;4.67;5.67;6.91;8.3;9.79;11.67;13.28;14.7;16.15;17.48;18.85;20.12;24.64;25.27;21.54;13.07
140;0;0.41;0.54;0.65;0.79;0.94;1.1;1.29;1.51;1.67;1.89;2.15;2.48;2.88;3.24;3.58;4.45;5.42;6.62;7.98;9.44;11.32;12.9;14.32;15.78;17.1;18.48;19.78;24.48;25.24;21.4;13.08
141;0;0.39;0.51;0.61;0.75;0.89;1.05;1.23;1.43;1.58;1.79;2.03;2.34;2.72;3.08;3.4;4.23;5.14;6.35;7.66;9.03;10.86;12.38;13.84;15.26;16.72;18.09;19.43;24.29;25.21;21.21;13.09
142;0;0.37;0.48;0.58;0.71;0.84;1;1.17;1.35;1.5;1.7;1.92;2.21;2.57;2.91;3.22;4.01;4.88;6.04;7.31;8.63;10.4;11.88;13.32;14.71;16.32;17.7;19.07;24.09;25.18;21.06;13.1
143;0;0.35;0.45;0.54;0.67;0.8;0.95;1.11;1.27;1.42;1.61;1.82;2.08;2.43;2.75;3.04;3.8;4.63;5.74;6.97;8.24;9.95;11.4;12.8;14.18;15.8;17.29;18.7;23.87;25.14;20.97;13.09
144;0;0.33;0.42;0.51;0.64;0.76;0.9;1.04;1.2;1.34;1.53;1.72;1.96;2.29;2.6;2.87;3.59;4.4;5.46;6.64;7.86;9.52;10.93;12.31;13.66;15.26;16.83;18.32;23.64;25.09;20.82;13.09
145;0;0.31;0.4;0.48;0.6;0.72;0.85;0.99;1.13;1.27;1.45;1.62;1.85;2.16;2.45;2.71;3.4;4.17;5.18;6.32;7.5;9.1;10.47;11.83;13.16;14.74;16.32;17.93;23.39;25.04;20.62;13.08
146;0;0.3;0.38;0.45;0.57;0.68;0.8;0.93;1.07;1.2;1.37;1.54;1.74;2.03;2.31;2.56;3.22;3.95;4.92;6.02;7.15;8.69;10.03;11.36;12.67;14.23;15.78;17.4;23.12;24.98;20.48;13.08
148;0;0.26;0.33;0.4;0.51;0.61;0.71;0.83;0.95;1.07;1.22;1.37;1.54;1.8;2.06;2.27;2.87;3.54;4.43;5.45;6.49;7.92;9.19;10.47;11.73;13.25;14.74;16.37;22.55;24.84;20.17;13.03
149;0;0.25;0.31;0.37;0.48;0.57;0.67;0.78;0.89;1.01;1.15;1.29;1.44;1.69;1.94;2.14;2.71;3.35;4.2;5.18;6.18;7.56;8.79;10.05;11.28;12.78;14.26;15.87;22.2;24.76;19.99;12.98
150;0;0.23;0.29;0.35;0.45;0.54;0.63;0.73;0.84;0.95;1.09;1.22;1.36;1.59;1.82;2.01;2.55;3.16;3.98;4.91;5.88;7.19;8.39;9.63;10.84;12.32;13.78;15.37;21.72;24.49;19.81;12.89
155;0;0.17;0.21;0.25;0.33;0.39;0.46;0.53;0.61;0.69;0.79;0.89;0.97;1.15;1.32;1.46;1.88;2.36;2.99;3.73;4.51;5.56;6.58;7.7;8.78;10.12;11.49;12.96;19.29;22.98;18.91;12.48
160;0;0.12;0.15;0.18;0.24;0.29;0.33;0.39;0.45;0.51;0.58;0.65;0.71;0.84;0.98;1.08;1.4;1.78;2.28;2.87;3.51;4.36;5.24;6.24;7.21;8.43;9.71;11.06;17.28;21.65;18.34;12.04
162;0;0.11;0.13;0.16;0.21;0.25;0.29;0.34;0.39;0.45;0.51;0.57;0.63;0.74;0.86;0.95;1.24;1.58;2.03;2.58;3.16;3.94;4.77;5.72;6.64;7.8;9.03;10.34;16.47;21.06;18.11;11.87
168;0;0.07;0.09;0.11;0.14;0.17;0.2;0.23;0.26;0.3;0.34;0.39;0.42;0.5;0.58;0.64;0.85;1.11;1.44;1.84;2.28;2.88;3.55;4.36;5.14;6.14;7.23;8.37;14.12;19.19;17.6;11.43
170;0;0.07;0.08;0.09;0.12;0.15;0.17;0.21;0.23;0.27;0.3;0.34;0.37;0.44;0.51;0.57;0.75;0.98;1.28;1.65;2.05;2.6;3.22;3.99;4.73;5.67;6.72;7.81;13.43;18.63;17.47;11.36
174;0;0.05;0.06;0.07;0.09;0.11;0.13;0.16;0.18;0.21;0.23;0.26;0.29;0.34;0.4;0.44;0.59;0.77;1.02;1.32;1.65;2.1;2.64;3.31;3.97;4.81;5.76;6.75;12.07;17.44;17.15;11.2
180;0;0.03;0.04;0.05;0.06;0.08;0.09;0.11;0.12;0.14;0.16;0.18;0.2;0.23;0.27;0.3;0.41;0.54;0.72;0.95;1.2;1.55;1.97;2.52;3.06;3.77;4.58;5.44;10.34;15.9;16.61;11.12
