70;0;6.86;7.83;8.79;9.36;10.14;10.72;11.17;11.7;11.86;12.28;12.7;13.01;13.41;13.84;14.16;14.54;15;15.33;15.63;15.97;16.26;16.51;16.76;17.03;17.26;17.51;17.61;16.96;15.54;11.2;6.91
80;0;7.23;8.17;9.14;9.66;10.51;11.39;12.06;12.64;12.94;13.42;13.98;14.5;14.93;15.29;15.64;16.08;16.58;17;17.4;17.82;18.2;18.56;18.84;19.2;19.54;19.73;20.01;19.58;18.5;12.98;7.73
90;0;7.58;8.51;9.48;9.96;10.89;12.05;12.93;13.57;14.01;14.57;15.25;16;16.44;16.72;17.11;17.62;18.15;18.67;19.18;19.66;20.13;20.59;20.9;21.36;21.81;21.94;22.42;22.2;21.45;14.77;8.56
100;0;7.13;8.09;9.06;9.81;10.48;11.95;12.84;13.71;14.5;15.3;15.8;16.63;17.35;17.78;18.45;18.83;19.16;19.73;20.17;20.59;21.08;21.62;22.08;22.49;22.99;23.26;23.65;23.6;22.88;16.29;9.34
110;0;6.36;7.31;8.26;9.26;9.73;11.57;12.56;13.74;14.95;16.02;16.34;17.25;18.26;18.84;19.78;20.03;20.17;20.79;21.16;21.52;22.03;22.65;23.24;23.62;24.16;24.58;24.88;25;24.32;17.8;10.13
120;0;5.2;6.05;6.98;7.86;8.48;9.82;10.74;12.34;13.28;14.22;15.45;16.49;17.55;18.41;19.62;20.2;20.72;21.39;22.05;22.53;23.06;23.66;23.99;24.22;24.56;24.88;24.95;25.08;24.7;19.29;11.02
129;0;4.14;4.87;5.73;6.47;7.16;8.05;8.87;10.71;11.4;12.17;14.08;15.22;16.34;17.52;19.1;20.06;21.02;21.8;22.78;23.42;23.97;24.56;24.66;24.75;24.92;25.14;25.02;25.17;25.04;20.63;11.81
130;0;4.01;4.74;5.58;6.31;7;7.86;8.67;10.48;11.14;11.9;13.83;14.98;16.12;17.32;18.89;19.89;20.88;21.7;22.71;23.39;24.01;24.6;24.68;24.77;24.92;25.11;25;25.14;25.02;20.7;11.86
135;0;3.39;4.09;4.8;5.47;6.16;6.95;7.77;9.17;9.84;10.62;12.05;13.65;14.87;16.12;17.55;18.61;19.62;20.67;21.81;22.7;23.81;24.45;24.59;24.74;24.78;24.91;24.85;24.99;24.95;20.85;12.14
136;0;3.27;3.96;4.65;5.31;5.99;6.77;7.59;8.89;9.58;10.37;11.71;13.29;14.6;15.86;17.24;18.31;19.3;20.4;21.56;22.49;23.71;24.35;24.51;24.68;24.72;24.85;24.81;24.95;24.94;20.83;12.19
139;0;2.92;3.59;4.14;4.82;5.49;6.25;7.08;8.11;8.76;9.63;10.74;12.17;13.76;15.02;16.26;17.34;18.3;19.52;20.71;21.74;23.25;23.92;24.14;24.37;24.41;24.55;24.63;24.8;24.88;20.48;12.2
140;0;2.81;3.45;3.97;4.67;5.33;6.08;6.9;7.86;8.5;9.38;10.43;11.81;13.39;14.73;15.93;17;17.97;19.2;20.4;21.47;23.04;23.72;23.98;24.22;24.27;24.42;24.53;24.75;24.85;20.35;12.2
141;0;2.7;3.31;3.81;4.5;5.16;5.91;6.73;7.62;8.25;9.14;10.14;11.46;13.02;14.44;15.61;16.68;17.55;18.92;20.09;21.01;22.61;23.24;23.62;23.84;24.11;24.27;24.42;24.7;24.82;20.17;12.21
142;0;2.6;3.18;3.66;4.35;5.01;5.74;6.56;7.38;8.01;8.9;9.85;11.11;12.66;14.07;15.23;16.28;17.14;18.48;19.65;20.56;22.13;22.77;23.16;23.4;23.93;24.1;24.29;24.64;24.79;20.03;12.22
143;0;2.5;3.05;3.51;4.19;4.84;5.57;6.34;7.13;7.77;8.65;9.57;10.77;12.31;13.71;14.85;15.88;16.73;18.05;19.22;20.1;21.65;22.3;22.7;22.96;23.54;23.89;24.14;24.57;24.75;19.94;12.21
144;0;2.4;2.92;3.36;4.05;4.68;5.38;6.13;6.9;7.54;8.42;9.3;10.43;11.95;13.34;14.47;15.49;16.33;17.62;18.78;19.65;21.17;21.83;22.24;22.51;23.11;23.6;23.98;24.49;24.71;19.8;12.21
145;0;2.31;2.8;3.22;3.91;4.53;5.19;5.92;6.66;7.32;8.19;9.04;10.11;11.6;12.98;14.1;15.1;15.92;17.19;18.34;19.2;20.7;21.36;21.79;22.07;22.69;23.24;23.79;24.4;24.66;19.61;12.2
146;0;2.21;2.68;3.08;3.77;4.38;5.01;5.71;6.43;7.1;7.96;8.78;9.78;11.26;12.63;13.72;14.72;15.52;16.77;17.91;18.74;20.22;20.88;21.34;21.63;22.27;22.8;23.4;24.28;24.6;19.47;12.2
148;0;2.03;2.45;2.82;3.5;4.07;4.65;5.31;5.99;6.66;7.48;8.27;9.15;10.58;11.93;13;13.95;14.74;15.93;17.05;17.85;19.27;19.94;20.44;20.76;21.43;21.95;22.62;24;24.46;19.17;12.15
149;0;1.94;2.33;2.7;3.35;3.92;4.48;5.12;5.78;6.44;7.25;8.02;8.85;10.25;11.58;12.63;13.58;14.35;15.52;16.62;17.41;18.8;19.48;20.01;20.33;21.02;21.56;22.23;23.78;24.39;19;12.11
150;0;1.86;2.23;2.58;3.21;3.76;4.3;4.92;5.56;6.22;7;7.76;8.55;9.91;11.23;12.26;13.18;13.95;15.1;16.17;16.95;18.3;19;19.55;19.89;20.59;21.15;21.82;23.42;24.11;18.83;12.03
155;0;1.46;1.72;2.01;2.57;3.02;3.47;4;4.53;5.14;5.81;6.47;7.08;8.29;9.51;10.44;11.27;11.99;13;13.97;14.66;15.83;16.55;17.23;17.63;18.38;19.02;19.7;21.51;22.63;17.98;11.65
160;0;1.16;1.35;1.6;2.06;2.44;2.84;3.3;3.75;4.29;4.87;5.45;5.99;7.05;8.19;9.04;9.78;10.48;11.37;12.25;12.88;13.93;14.66;15.42;15.86;16.64;17.33;18.02;19.93;21.32;17.44;11.24
162;0;1.05;1.22;1.45;1.87;2.23;2.61;3.04;3.46;3.98;4.52;5.07;5.58;6.57;7.67;8.49;9.21;9.88;10.73;11.58;12.18;13.17;13.91;14.7;15.15;15.93;16.64;17.31;19.25;20.73;17.22;11.07
168;0;0.78;0.89;1.08;1.39;1.68;2;2.36;2.69;3.12;3.55;4.02;4.47;5.29;6.27;6.98;7.6;8.23;8.95;9.68;10.22;11.05;11.78;12.63;13.1;13.87;14.61;15.25;17.2;18.9;16.73;10.67
170;0;0.71;0.81;0.98;1.26;1.54;1.83;2.17;2.48;2.88;3.29;3.73;4.16;4.94;5.87;6.56;7.15;7.76;8.45;9.14;9.66;10.45;11.17;12.03;12.5;13.26;14;14.64;16.58;18.34;16.61;10.6
174;0;0.58;0.66;0.8;1.03;1.27;1.53;1.83;2.1;2.44;2.8;3.18;3.59;4.27;5.12;5.75;6.28;6.85;7.47;8.1;8.58;9.28;9.98;10.84;11.31;12.05;12.78;13.39;15.32;17.17;16.3;10.45
180;0;0.43;0.49;0.61;0.78;0.97;1.19;1.43;1.65;1.93;2.23;2.55;2.91;3.48;4.21;4.76;5.23;5.74;6.28;6.83;7.26;7.89;8.53;9.33;9.78;10.48;11.17;11.75;13.69;15.66;15.79;10.37
