70;0;7;7.99;8.97;9.55;10.35;10.94;11.4;11.94;12.11;12.53;12.96;13.28;13.68;14.13;14.45;14.83;15.29;15.62;15.87;16.21;16.51;16.76;17.02;17.3;17.52;17.78;17.88;17.22;15.78;11.78;7.4
80;0;7.38;8.34;9.33;9.86;10.73;11.62;12.31;12.9;13.21;13.7;14.27;14.8;15.24;15.6;15.96;16.41;16.9;17.33;17.73;18.14;18.52;18.84;19.13;19.49;19.84;20.03;20.32;19.89;18.78;13.65;8.29
90;0;7.74;8.68;9.67;10.17;11.12;12.3;13.2;13.85;14.3;14.87;15.56;16.33;16.78;17.07;17.46;17.98;18.51;19.03;19.54;20.02;20.49;20.95;21.26;21.71;22.14;22.28;22.76;22.55;21.78;15.53;9.17
100;0;7.49;8.42;9.35;10.06;10.71;12.2;13.11;13.99;14.8;15.61;16.13;16.97;17.71;18.15;18.83;19.21;19.53;20.11;20.54;20.97;21.45;22;22.45;22.86;23.36;23.62;24.01;23.97;23.24;17.13;10.01
110;0;7.24;8.14;9.02;9.94;10.3;12.1;13.01;14.13;15.3;16.35;16.68;17.6;18.63;19.23;20.19;20.43;20.56;21.19;21.55;21.92;22.42;23.04;23.63;24.01;24.55;24.96;25.26;25.38;24.69;18.72;10.85
120;0;6.79;7.65;8.56;9.38;9.86;11.16;11.94;13.4;14.16;14.96;16.08;17.02;18;18.81;20.03;20.6;21.13;21.8;22.46;22.95;23.47;24.07;24.39;24.62;24.95;25.27;25.32;25.47;25.08;20.29;11.81
129;0;6.33;7.14;8.07;8.78;9.37;10.2;10.9;12.8;13.27;13.85;15.7;16.66;17.61;18.63;20.05;20.76;21.64;22.35;23.28;23.87;24.41;24.99;25.07;25.16;25.32;25.53;25.39;25.56;25.42;21.7;12.66
130;0;6.26;7.08;8;8.7;9.3;10.1;10.8;12.67;13.12;13.68;15.55;16.53;17.49;18.52;19.96;20.66;21.56;22.3;23.25;23.87;24.46;25.03;25.09;25.18;25.32;25.5;25.37;25.53;25.4;21.77;12.72
135;0;5.9;6.77;7.59;8.27;8.92;9.67;10.42;11.88;12.34;12.94;14.28;15.78;16.81;17.87;19.11;19.78;20.69;21.66;22.71;23.5;24.51;25.06;25.1;25.19;25.19;25.3;25.23;25.31;25.33;21.93;13.02
136;0;5.83;6.7;7.5;8.18;8.84;9.59;10.35;11.69;12.19;12.8;14.04;15.53;16.67;17.73;18.92;19.59;20.46;21.45;22.53;23.36;24.49;25.03;25.08;25.17;25.15;25.24;25.2;25.27;25.32;21.91;13.06
139;0;5.59;6.51;7.13;7.91;8.6;9.36;10.17;11.2;11.67;12.4;13.39;14.74;16.22;17.28;18.31;19;19.83;20.92;22;22.89;24.29;24.82;24.92;25.04;24.97;25.03;25.05;25.19;25.27;21.54;13.07
140;0;5.52;6.41;7;7.82;8.52;9.28;10.1;11.05;11.51;12.26;13.19;14.49;15.98;17.13;18.11;18.79;19.62;20.74;21.82;22.74;24.21;24.73;24.84;24.96;24.9;24.95;24.99;25.14;25.24;21.4;13.08
141;0;5.45;6.31;6.88;7.71;8.43;9.21;10.04;10.9;11.36;12.13;13.01;14.25;15.73;16.98;17.92;18.61;19.34;20.6;21.64;22.41;23.9;24.37;24.59;24.66;24.81;24.86;24.93;25.08;25.21;21.21;13.09
142;0;5.39;6.21;6.77;7.62;8.35;9.13;9.97;10.75;11.22;12;12.83;14.01;15.49;16.74;17.67;18.34;19.06;20.29;21.34;22.08;23.54;24.01;24.23;24.32;24.71;24.76;24.86;25.02;25.18;21.06;13.1
143;0;5.32;6.11;6.65;7.53;8.25;9.05;9.83;10.59;11.08;11.86;12.66;13.77;15.26;16.51;17.42;18.08;18.78;20;21.04;21.76;23.2;23.67;23.89;23.97;24.42;24.64;24.78;24.95;25.14;20.97;13.09
144;0;5.25;6.01;6.53;7.45;8.17;8.93;9.7;10.44;10.95;11.74;12.5;13.54;15.02;16.27;17.17;17.83;18.52;19.71;20.74;21.44;22.85;23.32;23.55;23.64;24.09;24.45;24.7;24.87;25.09;20.82;13.09
145;0;5.18;5.91;6.42;7.37;8.09;8.81;9.57;10.29;10.83;11.62;12.35;13.32;14.79;16.04;16.93;17.58;18.25;19.42;20.45;21.14;22.52;22.99;23.23;23.31;23.78;24.18;24.61;24.79;25.04;20.62;13.08
146;0;5.11;5.81;6.31;7.29;8.01;8.69;9.43;10.14;10.7;11.5;12.2;13.1;14.56;15.82;16.69;17.34;18;19.15;20.16;20.82;22.18;22.66;22.91;23;23.47;23.85;24.31;24.7;24.98;20.48;13.08
148;0;4.97;5.62;6.09;7.11;7.82;8.46;9.17;9.85;10.45;11.23;11.91;12.67;14.12;15.38;16.23;16.85;17.49;18.61;19.6;20.22;21.53;22;22.29;22.39;22.88;23.23;23.74;24.51;24.84;20.17;13.03
149;0;4.91;5.52;5.99;6.99;7.72;8.34;9.05;9.71;10.32;11.09;11.76;12.47;13.9;15.16;16;16.62;17.25;18.34;19.33;19.94;21.22;21.7;22;22.1;22.61;22.96;23.47;24.35;24.76;19.99;12.98
150;0;4.84;5.42;5.88;6.88;7.6;8.21;8.91;9.55;10.17;10.93;11.59;12.26;13.67;14.93;15.76;16.36;16.99;18.06;19.03;19.63;20.87;21.36;21.7;21.81;22.32;22.68;23.19;24.05;24.49;19.81;12.89
155;0;4.46;4.89;5.32;6.35;7;7.56;8.21;8.77;9.43;10.11;10.72;11.19;12.52;13.78;14.54;15.1;15.72;16.68;17.56;18.07;19.17;19.69;20.16;20.31;20.86;21.3;21.78;22.6;23.12;18.91;12.48
160;0;4.22;4.55;4.98;5.95;6.59;7.15;7.78;8.29;8.94;9.57;10.13;10.56;11.81;13.08;13.8;14.33;14.96;15.84;16.67;17.13;18.12;18.69;19.27;19.44;20.03;20.51;20.97;21.68;22.18;18.34;12.04
162;0;4.12;4.42;4.84;5.79;6.42;6.98;7.61;8.1;8.74;9.35;9.9;10.31;11.53;12.8;13.51;14.03;14.66;15.5;16.31;16.75;17.7;18.28;18.91;19.1;19.69;20.19;20.65;21.32;21.81;18.11;11.87
168;0;3.86;4.05;4.48;5.31;5.93;6.51;7.14;7.57;8.17;8.71;9.23;9.64;10.76;12.04;12.7;13.19;13.84;14.61;15.35;15.74;16.56;17.2;17.98;18.19;18.81;19.37;19.79;20.3;20.77;17.6;11.43
170;0;3.8;3.97;4.4;5.2;5.82;6.41;7.03;7.45;8.04;8.57;9.07;9.5;10.59;11.87;12.53;13.01;13.66;14.41;15.13;15.51;16.31;16.96;17.78;18.01;18.63;19.2;19.61;20.07;20.54;17.47;11.36
174;0;3.68;3.8;4.24;4.98;5.6;6.2;6.82;7.22;7.78;8.28;8.76;9.21;10.26;11.54;12.18;12.65;13.32;14.03;14.71;15.07;15.81;16.49;17.38;17.62;18.26;18.85;19.25;19.63;20.07;17.15;11.2
180;0;3.62;3.71;4.15;4.86;5.47;6.09;6.71;7.09;7.64;8.12;8.59;9.06;10.08;11.36;11.99;12.45;13.13;13.82;14.48;14.83;15.54;16.23;17.16;17.41;18.06;18.68;19.06;19.38;19.82;16.61;11.12
