80;0;6.76;7.64;8.54;9.03;9.83;10.65;11.27;11.82;12.1;12.55;13.07;13.56;13.96;14.29;14.62;14.86;15.05;15.09;15.02;14.88;14.62;14.26;13.77;13.31;12.82;12.2;11.63;7.71;3.81;0.96;0
90;0;6.27;7.04;7.84;8.24;9.01;9.96;10.69;11.22;11.58;12.05;12.61;13.23;13.6;13.83;14.15;14.6;14.97;15.27;15.46;15.54;15.5;15.37;15.03;14.71;14.28;13.57;13.03;8.74;4.42;1.09;0
100;0;5.11;5.74;6.37;6.86;7.3;8.32;8.94;9.54;10.09;10.64;11;11.57;12.08;12.37;12.84;13.3;13.67;14.14;14.44;14.65;14.82;14.93;14.89;14.72;14.5;14.04;13.57;9.29;4.72;1.2;0
110;0;3.95;4.44;4.92;5.42;5.61;6.6;7.09;7.7;8.34;8.92;9.09;9.6;10.16;10.48;11;11.47;11.83;12.42;12.81;13.13;13.46;13.78;13.99;13.98;13.97;13.79;13.44;9.81;5.01;1.31;0
120;0;2.78;3.13;3.51;3.84;4.04;4.57;4.9;5.53;5.86;6.19;6.65;7.04;7.45;7.78;8.29;8.91;9.49;10.12;10.72;11.19;11.63;12.05;12.26;12.34;12.39;12.35;12.09;9.44;5.09;1.42;0
129;0;1.93;2.18;2.46;2.68;2.86;3.11;3.33;3.91;4.05;4.23;4.79;5.09;5.38;5.69;6.13;6.78;7.44;8.05;8.73;9.27;9.75;10.21;10.42;10.56;10.66;10.71;10.53;8.74;5.06;1.49;0
130;0;1.84;2.09;2.36;2.56;2.74;2.98;3.18;3.73;3.87;4.03;4.58;4.87;5.15;5.46;5.88;6.52;7.18;7.79;8.46;9.01;9.51;9.97;10.18;10.33;10.44;10.49;10.33;8.63;5.03;1.49;0
135;0;1.45;1.66;1.86;2.03;2.19;2.37;2.55;2.91;3.02;3.17;3.5;3.87;4.12;4.38;4.68;5.25;5.83;6.43;7.08;7.65;8.28;8.73;8.97;9.17;9.28;9.36;9.31;8.05;4.87;1.45;0
136;0;1.37;1.58;1.77;1.93;2.08;2.26;2.44;2.76;2.87;3.02;3.31;3.66;3.93;4.18;4.46;5.01;5.57;6.17;6.81;7.37;8.03;8.48;8.73;8.93;9.04;9.13;9.1;7.92;4.83;1.44;0
139;0;1.17;1.36;1.49;1.65;1.8;1.96;2.13;2.34;2.44;2.59;2.8;3.08;3.39;3.62;3.83;4.33;4.83;5.42;6.01;6.57;7.28;7.72;7.98;8.21;8.33;8.43;8.46;7.52;4.7;1.38;0
140;0;1.11;1.29;1.41;1.57;1.71;1.86;2.03;2.22;2.31;2.46;2.65;2.91;3.21;3.44;3.64;4.12;4.6;5.18;5.76;6.32;7.03;7.46;7.73;7.97;8.09;8.2;8.25;7.38;4.65;1.36;0
141;0;1.05;1.22;1.33;1.49;1.62;1.77;1.93;2.1;2.19;2.34;2.51;2.75;3.03;3.27;3.45;3.92;4.37;4.96;5.52;6.01;6.71;7.12;7.43;7.65;7.85;7.97;8.03;7.24;4.6;1.33;0
142;0;1;1.15;1.25;1.41;1.54;1.69;1.84;1.99;2.07;2.22;2.37;2.59;2.86;3.09;3.27;3.71;4.14;4.7;5.25;5.73;6.4;6.8;7.11;7.33;7.61;7.74;7.82;7.1;4.54;1.31;0
143;0;0.94;1.08;1.18;1.33;1.46;1.6;1.74;1.88;1.96;2.1;2.24;2.44;2.7;2.92;3.09;3.51;3.92;4.46;4.99;5.45;6.1;6.49;6.79;7.02;7.32;7.5;7.6;6.96;4.49;1.29;0
144;0;0.89;1.02;1.11;1.26;1.39;1.52;1.65;1.77;1.86;1.99;2.12;2.3;2.55;2.76;2.91;3.32;3.72;4.23;4.74;5.18;5.81;6.19;6.49;6.72;7.02;7.24;7.39;6.81;4.43;1.27;0
145;0;0.84;0.96;1.04;1.2;1.31;1.43;1.55;1.67;1.76;1.89;2.01;2.16;2.4;2.61;2.75;3.14;3.52;4.01;4.5;4.93;5.53;5.91;6.2;6.43;6.73;6.97;7.17;6.66;4.36;1.24;0
146;0;0.79;0.9;0.98;1.13;1.25;1.35;1.47;1.58;1.66;1.79;1.9;2.04;2.26;2.46;2.59;2.97;3.33;3.8;4.27;4.68;5.26;5.63;5.93;6.15;6.45;6.69;6.9;6.51;4.3;1.22;0
148;0;0.71;0.8;0.87;1.01;1.11;1.2;1.3;1.4;1.48;1.6;1.69;1.8;2.01;2.19;2.31;2.65;2.97;3.41;3.84;4.22;4.75;5.1;5.4;5.62;5.92;6.15;6.38;6.2;4.16;1.17;0
149;0;0.67;0.75;0.81;0.95;1.05;1.13;1.23;1.32;1.4;1.51;1.6;1.69;1.89;2.06;2.17;2.5;2.81;3.22;3.64;4;4.51;4.86;5.15;5.38;5.67;5.9;6.13;6.04;4.09;1.14;0
150;0;0.63;0.7;0.76;0.89;0.98;1.06;1.15;1.24;1.32;1.42;1.5;1.59;1.77;1.93;2.04;2.35;2.65;3.04;3.44;3.79;4.27;4.61;4.91;5.13;5.43;5.66;5.89;5.84;3.99;1.11;0
155;0;0.45;0.5;0.54;0.65;0.71;0.77;0.84;0.89;0.96;1.03;1.09;1.14;1.28;1.41;1.48;1.72;1.96;2.26;2.58;2.85;3.23;3.52;3.81;4.02;4.3;4.54;4.76;4.89;3.48;0.98;0
160;0;0.33;0.36;0.39;0.47;0.52;0.57;0.62;0.66;0.71;0.76;0.8;0.84;0.94;1.04;1.09;1.28;1.47;1.7;1.95;2.18;2.48;2.74;3;3.2;3.45;3.68;3.89;4.13;3.04;0.87;0
162;0;0.29;0.32;0.35;0.41;0.46;0.5;0.54;0.58;0.62;0.67;0.71;0.74;0.82;0.91;0.96;1.13;1.3;1.52;1.74;1.94;2.22;2.46;2.71;2.9;3.15;3.37;3.57;3.84;2.87;0.82;0
168;0;0.2;0.21;0.23;0.27;0.31;0.34;0.37;0.39;0.42;0.45;0.48;0.5;0.55;0.62;0.65;0.77;0.9;1.06;1.22;1.38;1.58;1.77;2;2.16;2.37;2.57;2.75;3.07;2.39;0.7;0
170;0;0.17;0.18;0.2;0.24;0.27;0.3;0.32;0.34;0.37;0.39;0.42;0.44;0.49;0.55;0.58;0.68;0.8;0.94;1.09;1.23;1.41;1.59;1.8;1.96;2.16;2.35;2.52;2.85;2.25;0.66;0
174;0;0.13;0.14;0.16;0.18;0.2;0.23;0.25;0.26;0.28;0.3;0.32;0.34;0.38;0.42;0.45;0.53;0.63;0.74;0.86;0.97;1.12;1.28;1.46;1.6;1.78;1.95;2.1;2.44;1.98;0.59;0
180;0;0.09;0.09;0.11;0.12;0.14;0.16;0.17;0.18;0.2;0.21;0.22;0.23;0.26;0.29;0.31;0.37;0.44;0.52;0.61;0.69;0.81;0.93;1.07;1.19;1.33;1.47;1.6;1.94;1.65;0.49;0
